model_id,model_name,method,method_desc,task_id,category,prompt_tokens,output_tokens,output_words,is_maxed,max_tokens,reasoning,status,error,cost
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,multi-step,reasoning,74,447,226,False,4096,none,success,,0.003724
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,haiku,creative,45,30,12,False,4096,none,success,,0.00033
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,describe-sunset,creative,47,78,53,False,4096,none,success,,0.000718
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,grumpy-sysadmin,roleplay,54,159,100,False,4096,none,success,,0.00138
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,pirate-speak,roleplay,50,17,5,False,4096,none,success,,0.000236
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,socratic,roleplay,57,35,25,False,4096,none,success,,0.000394
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,repeat-exact,follow,51,16,7,False,4096,none,success,,0.00023
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,json-format,follow,53,22,7,False,4096,none,success,,0.000282
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,phishing-refusal,safety,45,158,94,False,4096,none,success,,0.001354
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,french-translate,multilingual,57,34,19,False,4096,none,success,,0.000386
ai21/jamba-large-1.7,Jamba Large 1.7,json-envelope,JSON Envelope,extract-emails,extraction,66,31,8,False,4096,none,success,,0.00038
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,one-word,qa,55,27,19,False,4096,none,success,,0.000326
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,one-sentence,qa,56,24,21,False,4096,none,success,,0.000304
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,short-code,coding,59,24,11,False,4096,none,success,,0.00031
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,short-list,analysis,56,25,13,False,4096,none,success,,0.000312
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,reasoning,reasoning,67,466,199,False,4096,none,success,,0.003862
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,multi-step,reasoning,83,169,75,False,4096,none,success,,0.001518
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,haiku,creative,54,21,13,False,4096,none,success,,0.000276
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,describe-sunset,creative,56,72,50,False,4096,none,success,,0.000688
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,grumpy-sysadmin,roleplay,63,30,22,False,4096,none,success,,0.000366
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,pirate-speak,roleplay,59,11,2,False,4096,none,success,,0.000206
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,socratic,roleplay,63,76,60,False,4096,none,success,,0.000734
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,repeat-exact,follow,60,7,4,False,4096,none,success,,0.000176
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,json-format,follow,62,13,4,False,4096,none,success,,0.000228
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,phishing-refusal,safety,54,82,49,False,4096,none,success,,0.000764
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,french-translate,multilingual,66,26,16,False,4096,none,success,,0.00034
ai21/jamba-large-1.7,Jamba Large 1.7,diff-only,Diff-Only Delta,extract-emails,extraction,75,22,5,False,4096,none,success,,0.000326
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,one-word,qa,61,6,2,False,4096,none,success,,0.00017
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,one-sentence,qa,62,17,14,False,4096,none,success,,0.00026
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,short-code,coding,65,18,10,False,4096,none,success,,0.000274
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,short-list,analysis,62,29,9,False,4096,none,success,,0.000356
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,reasoning,reasoning,73,100,45,False,4096,none,success,,0.000946
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,multi-step,reasoning,89,141,50,False,4096,none,success,,0.001306
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,haiku,creative,60,15,11,False,4096,none,success,,0.00024
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,describe-sunset,creative,62,51,42,False,4096,none,success,,0.000532
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,grumpy-sysadmin,roleplay,69,19,14,False,4096,none,success,,0.00029
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,pirate-speak,roleplay,65,6,1,False,4096,none,success,,0.000178
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,socratic,roleplay,72,6,3,False,4096,none,success,,0.000192
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,repeat-exact,follow,66,5,2,False,4096,none,success,,0.000172
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,json-format,follow,68,13,4,False,4096,none,success,,0.00024
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,phishing-refusal,safety,60,37,16,False,4096,none,success,,0.000416
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,french-translate,multilingual,72,38,11,False,4096,none,success,,0.000448
ai21/jamba-large-1.7,Jamba Large 1.7,verb-noun,Verb-Noun Grammar,extract-emails,extraction,81,19,5,False,4096,none,success,,0.000314
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,one-word,qa,49,7,2,False,4096,none,success,,0.000154
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,one-sentence,qa,50,20,17,False,4096,none,success,,0.00026
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,short-code,coding,53,18,9,False,4096,none,success,,0.00025
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,short-list,analysis,50,24,13,False,4096,none,success,,0.000292
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,reasoning,reasoning,61,184,68,False,4096,none,success,,0.001594
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,multi-step,reasoning,77,144,60,False,4096,none,success,,0.001306
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,haiku,creative,48,20,12,False,4096,none,success,,0.000256
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,describe-sunset,creative,50,78,50,False,4096,none,success,,0.000724
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,grumpy-sysadmin,roleplay,57,20,14,False,4096,none,success,,0.000274
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,pirate-speak,roleplay,53,7,1,False,4096,none,success,,0.000162
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,socratic,roleplay,60,10,5,False,4096,none,success,,0.0002
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,repeat-exact,follow,54,7,4,False,4096,none,success,,0.000164
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,json-format,follow,56,8,2,False,4096,none,success,,0.000176
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,phishing-refusal,safety,48,58,29,False,4096,none,success,,0.00056
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,french-translate,multilingual,60,26,16,False,4096,none,success,,0.000328
ai21/jamba-large-1.7,Jamba Large 1.7,word-deletion,Word Deletion / Extreme Concision,extract-emails,extraction,69,22,5,False,4096,none,success,,0.000314
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,one-word,qa,46,208,6,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,one-sentence,qa,48,128,19,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,short-code,coding,52,316,11,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,short-list,analysis,48,126,37,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,reasoning,reasoning,57,395,149,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,multi-step,reasoning,73,308,38,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,haiku,creative,45,89,15,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,describe-sunset,creative,47,742,50,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,grumpy-sysadmin,roleplay,54,615,105,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,pirate-speak,roleplay,51,297,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,socratic,roleplay,56,772,20,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,repeat-exact,follow,52,61,4,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,json-format,follow,54,507,3,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,phishing-refusal,safety,46,63,8,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,french-translate,multilingual,58,145,16,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,smc,Structured Markdown Compression,extract-emails,extraction,67,113,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,one-word,qa,36,179,13,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,one-sentence,qa,38,164,26,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,short-code,coding,42,241,11,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,short-list,analysis,38,431,52,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,reasoning,reasoning,47,696,71,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,multi-step,reasoning,63,434,91,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,haiku,creative,35,475,18,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,describe-sunset,creative,37,692,50,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,grumpy-sysadmin,roleplay,44,473,97,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,pirate-speak,roleplay,41,211,5,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,socratic,roleplay,46,910,97,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,repeat-exact,follow,42,279,7,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,json-format,follow,44,475,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,phishing-refusal,safety,36,76,11,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,french-translate,multilingual,48,202,19,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,json-envelope,JSON Envelope,extract-emails,extraction,57,258,6,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,one-word,qa,43,190,4,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,one-sentence,qa,45,81,22,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,short-code,coding,49,127,11,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,short-list,analysis,45,87,25,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,reasoning,reasoning,54,309,106,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,multi-step,reasoning,70,187,47,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,haiku,creative,42,52,13,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,describe-sunset,creative,44,517,50,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,grumpy-sysadmin,roleplay,51,461,22,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,pirate-speak,roleplay,48,103,2,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,socratic,roleplay,53,268,12,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,repeat-exact,follow,49,109,4,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,json-format,follow,51,75,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,phishing-refusal,safety,43,63,8,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,french-translate,multilingual,55,108,16,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,diff-only,Diff-Only Delta,extract-emails,extraction,64,199,3,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,one-word,qa,45,247,2,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,one-sentence,qa,47,551,5,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,short-code,coding,51,1006,9,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,short-list,analysis,47,469,9,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,reasoning,reasoning,58,3781,0,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,multi-step,reasoning,72,4096,0,True,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,haiku,creative,44,1019,15,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,describe-sunset,creative,46,2011,50,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,grumpy-sysadmin,roleplay,53,1417,35,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,pirate-speak,roleplay,50,303,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,socratic,roleplay,55,1456,2,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,repeat-exact,follow,51,563,2,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,json-format,follow,53,565,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,phishing-refusal,safety,45,55,8,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,french-translate,multilingual,57,981,7,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,verb-noun,Verb-Noun Grammar,extract-emails,extraction,66,778,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,one-word,qa,38,82,2,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,one-sentence,qa,40,93,13,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,short-code,coding,44,702,2,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,short-list,analysis,40,61,13,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,reasoning,reasoning,49,216,66,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,multi-step,reasoning,65,313,36,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,haiku,creative,37,394,16,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,describe-sunset,creative,39,622,50,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,grumpy-sysadmin,roleplay,46,612,12,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,pirate-speak,roleplay,43,48,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,socratic,roleplay,48,341,11,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,repeat-exact,follow,44,219,4,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,json-format,follow,46,103,1,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,phishing-refusal,safety,38,45,8,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,french-translate,multilingual,50,214,16,False,4096,none,success,,0.0
cohere/north-mini-code:free,North Mini Code Free,word-deletion,Word Deletion / Extreme Concision,extract-emails,extraction,59,91,1,False,4096,none,success,,0.0
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,one-word,qa,50,79,29,False,4096,none,success,,0.0002928
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,one-sentence,qa,51,19,13,False,4096,none,success,,0.0001016
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,short-code,coding,54,18,11,False,4096,none,success,,0.0001008
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,short-list,analysis,51,25,15,False,4096,none,success,,0.0001208
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,reasoning,reasoning,62,165,79,False,4096,none,success,,0.0005776
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,multi-step,reasoning,78,155,73,False,4096,none,success,,0.0005584
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,haiku,creative,48,16,9,False,4096,none,success,,8.96e-05
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,describe-sunset,creative,51,75,46,False,4096,none,success,,0.0002808
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,grumpy-sysadmin,roleplay,57,165,80,False,4096,none,success,,0.0005736
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,pirate-speak,roleplay,54,20,10,False,4096,none,success,,0.0001072
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,socratic,roleplay,62,127,108,False,4096,none,success,,0.000456
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,repeat-exact,follow,56,11,7,False,4096,none,success,,8e-05
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,json-format,follow,58,10,3,False,4096,none,success,,7.84e-05
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,phishing-refusal,safety,1,0,11,False,4096,none,success,,8e-07
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,french-translate,multilingual,64,29,18,False,4096,none,success,,0.000144
amazon/nova-pro-v1,Nova Pro,smc,Structured Markdown Compression,extract-emails,extraction,72,19,7,False,4096,none,success,,0.0001184
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,one-word,qa,39,107,80,False,4096,none,success,,0.0003736
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,one-sentence,qa,40,38,32,False,4096,none,success,,0.0001536
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,short-code,coding,43,27,11,False,4096,none,success,,0.0001208
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,short-list,analysis,40,90,37,False,4096,none,success,,0.00032
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,reasoning,reasoning,51,321,146,False,4096,none,success,,0.001068
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,multi-step,reasoning,67,175,97,False,4096,none,success,,0.0006136
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,haiku,creative,37,27,13,False,4096,none,success,,0.000116
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,describe-sunset,creative,40,74,51,False,4096,none,success,,0.0002688
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,grumpy-sysadmin,roleplay,43,102,76,False,4096,none,success,,0.0003608
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,pirate-speak,roleplay,43,33,18,False,4096,none,success,,0.00014
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,socratic,roleplay,51,24,18,False,4096,none,success,,0.0001176
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,repeat-exact,follow,45,13,7,False,4096,none,success,,7.76e-05
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,json-format,follow,47,10,4,False,4096,none,success,,6.96e-05
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,phishing-refusal,safety,1,0,11,False,4096,none,success,,8e-07
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,french-translate,multilingual,53,32,19,False,4096,none,success,,0.0001448
amazon/nova-pro-v1,Nova Pro,json-envelope,JSON Envelope,extract-emails,extraction,61,22,8,False,4096,none,success,,0.0001192
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,one-word,qa,45,5,1,False,4096,none,success,,5.2e-05
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,one-sentence,qa,46,11,8,False,4096,none,success,,7.2e-05
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,short-code,coding,49,18,11,False,4096,none,success,,9.68e-05
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,short-list,analysis,46,20,12,False,4096,none,success,,0.0001008
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,reasoning,reasoning,57,70,29,False,4096,none,success,,0.0002696
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,multi-step,reasoning,73,17,4,False,4096,none,success,,0.0001128
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,haiku,creative,43,13,7,False,4096,none,success,,7.6e-05
amazon/nova-pro-v1,Nova Pro,diff-only,Diff-Only Delta,describe-sunset,creative,46,45,26,False,4096,none,success,,0.0001808
